Center,Center.Name,Mall.Code,City,State,Intersecting.Streets,MSA,Center.Classification,Design.Type,Year.Opened,GLA.sqft,Stores,OD.Company,DistBetween
Deer Park,Gateway Center,NY0050,Brooklyn,NY,"Shore Pkwy,Hendrix Creek, Erskine & Gateway Dr","new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2002,1227532,55,Related Management Corp.,30.661490106855208
Deer Park,Cross County Shopping Center,NY1500,Yonkers,NY,"Cross County Pkwy., Central Ave., NY State Thrwy","new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Open,1954,1013568,110,Macerich,30.86555152003834
Deer Park,Fordham Place,NY9512,Bronx,NY,E. Fordham Rd. & Webster Ave.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2008,267407,7,"RPAI US Management, LLC",31.388258024526348
Deer Park,Shop Rite Plaza,CT9039,Stratford,CT,Barnum Ave. Cutoff & Ferry Blvd.,"bridgeport-stamford-norwalk, ct",Power Center,Open,NA,320000,4,Charter Realty & Dev. Corp.,31.691479731775026
Deer Park,Ridge Hill,NY0161,Yonkers,NY,Ridge Hill Rd. & I-87,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2011,1300000,70,QIC GRE,31.930688063078684
Deer Park,Westfield Trumbull,CT0280,Trumbull,CT,Main St. & Merritt Pkwy.,"bridgeport-stamford-norwalk, ct",Super-Regional Center,Enclosed,1964,1130601,168,Westfield LLC,32.40073469828395
Deer Park,Concourse Plaza,NY0005,Bronx,NY,E.161st St. & Morris Ave.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,1991,314871,29,The Feil Organization,32.49321330892085
Deer Park,Tanger Outlet Center,NY0077,Riverhead,NY,"Long Island Expwy, Exits 72 & 73","new york-northern new jersey-long island, ny-nj-pa",Value-Retail Center,Open,1994,729734,175,"Tanger Factory Outlet Centers, Inc.",32.7222240341094
Deer Park,East River Plaza,NY0119,East Harlem,NY,FDR Dr. btwn. 116th & 119th Sts.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2009,527000,13,Blumenfeld Development Group,32.834028562145164
Deer Park,Bronx Terminal Market,NY0139,Bronx,NY,"Btwn 149th St., 153rd St., River Ave, & Gateway Cr","new york-northern new jersey-long island, ny-nj-pa",Regional Center,Open,2009,913000,34,Related Management Corp.,32.925475874302414
Deer Park,Rivertowns Square,NY1559,Dobbs Ferry,NY,Saw Mill River Parkway & Lawrence St.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2017,115000,4,"Saber Dobbs Ferry, LLC",33.24049660540524
Deer Park,Hawley Lane Plaza,CT0027,Trumbull,CT,Hawley Lane at Rte. 108 & Rte. 8,"bridgeport-stamford-norwalk, ct",Power Center,Enclosed,1998,340430,18,National Realty & Development Corp.,33.31646394656311
Deer Park,The Shops at Riverhead,NY9506,Riverhead,NY,Old Country Rd. (Rte.58) & Mill Rd.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2013,425000,8,"Brixmor Property Group, Inc.",33.3693544044816
Deer Park,5 West 125th Street,NY1556,New York,NY,W. 125th St. & 5th Ave.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2016,75000,3,Aurora Capital Associates,33.49886021641974
Deer Park,Harlem Center,NY9172,Harlem,NY,125th St. & Malcolm X Blvd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2002,126000,15,Madison International Realty,33.669243522030335
Deer Park,Riverhead Centre,NY0084,Riverhead,NY,Old Country Rd. (Rt. 58) & Mill Road,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2003,395000,18,Ripco Real Estate Corp.,33.936464593420894
Deer Park,Kings Plaza Shopping Center,NY0200,Brooklyn,NY,Flatbush Ave. & Ave. U,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1970,1200000,128,Macerich,33.94109259691234
Deer Park,The Retail at Columbus Square,NY9500,New York,NY,97th-100th Sts. & Columbus Ave.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2009,332875,23,Winick Realty Group,34.67740452072401
Deer Park,Grand Central Terminal,NY0102,New York,NY,42nd to 50th Sts. bet. Lexington & Madison Aves.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,1998,134000,90,JLL,35.18380138638313
Deer Park,Hudson Lights at Fort Lee,NJ9307,Fort Lee,NJ,NEC Main St. & Lemoine Ave.,unspecified,Lifestyle/Specialty Center,Open,2013,200000,25,Tucker Development Corp.,35.24279578427069
Deer Park,Pacific Park,NY1569,Brooklyn,NY,Atlantic & Flatbush Aves.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2025,247000,0,Forest City Realty Trust,35.401664586104864
Deer Park,Time Warner-Shops @ Columbus Circle,NY0135,New York,NY,Columbus Circle & 59th St.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2004,348200,65,"MacFarlane Partners, LLC",35.477424171424666
Deer Park,Connecticut Post,CT0160,Milford,CT,Boston Post Rd. (U.S. Rte 1) & E.Town Rd.,"new haven-milford, ct",Super-Regional Center,Enclosed,1960,1332489,160,Centennial Real Estate Company,35.5183492839494
Deer Park,Atlantic Terminal,NY0088,Brooklyn,NY,Atlantic & Flatbush Aves.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2004,373000,36,Madison International Realty,35.61377440639446
Deer Park,Edgewater Commons,NJ0119,Edgewater,NJ,New River Road,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1996,423315,32,Kimco Realty Corporation,35.65520935535431
Deer Park,The Andrea,NY9504,Brooklyn,NY,Fleet Pl. & Ashland Pl.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2015,240000,16,Winick Realty Group,35.68521080916217
Deer Park,Milford Crossing Shopping Center,CT9013,Milford,CT,US 1 & I-95,"new haven-milford, ct",Power Center,Open,2006,381883,17,Staubach Retail,35.739078881974486
Deer Park,City Point,NY0126,Brooklyn,NY,"Willoughby St., Fleet St., DeKalb Ave. & Gold St.","new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,1990,691320,15,Acadia Realty Trust,35.76291213376059
Deer Park,Herald Center,NY0026,New York,NY,NWC 34th St. & Broadway,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,1982,250000,11,JEMB Realty Inc.,35.804550781878994
Deer Park,42nd Street Entertainment Complex,NY0087,New York,NY,42nd Street Btw. 7th & 8th Ave.,"new york-northern new jersey-long island, ny-nj-pa",Entertainment Center,Open,1999,306000,10,Forest City Realty Trust,35.819619358814194
Deer Park,City Place at The Promenade,NJ9195,Edgewater,NJ,River Rd. & Gorge Rd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2002,192000,39,RREEF Management,35.915669628950376
Deer Park,Edgewater Harbor,NJ9332,Edgewater,NJ,River Road & Gorge Road,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2013,100000,23,National Resources,36.03043328784955
Deer Park,Palisades Court,NJ9120,Englewood,NJ,N. Van Brunt St. & Palisades Ave,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,1992,149954,38,The Real Estate Equity Company,36.24452932708407
Deer Park,Hudson Yards,NY1553,New York,NY,"42nd & 8th Ave., 33rd & 11th Ave.","new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2018,1000000,100,Related Urban,36.379047286944406
Deer Park,Milford Marketplace,CT9018,Milford,CT,Boston Post Rd.(Route 1) & Woodruff Rd.,"new haven-milford, ct",Lifestyle/Specialty Center,Open,2007,112257,22,Inland Commercial R/E Svcs LLC,36.45975673062841
Deer Park,Chelsea Market,NY1567,New York,NY,9th Ave. btwn. 15th & 16th Sts.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,NA,100000,47,Jamestown Properties,36.71425103588526
Deer Park,Shops at One Brooklyn Bridge,NY1551,Brooklyn,NY,Furman Street (I-287) & Atlantic Ave.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2011,71038,12,CPEX Real Estate Services,36.73054757757283
Deer Park,South Street Seaport,NY8810,New York,NY,Fulton & South Sts.,"new york-northern new jersey-long island, ny-nj-pa",Entertainment Center,Enclosed,1983,365000,60,The Howard Hughes Corp.,36.76749070711135
Deer Park,Westfield World Trade Center,NY1566,New York,NY,Greenwich St. & Vesey St.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2016,350000,100,Westfield LLC,37.16693846719812
Deer Park,Tonnelle Commons,NJ9345,North Bergen,NJ,Tonnelle Ave. & 88th St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,NA,412102,16,Urban Edge Properties,37.35170895280412
Deer Park,Brookfield Place,NY1523,New York,NY,Vesey & West Streets,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,1985,300000,64,Brookfield Properties Retail,37.36024235319554
Deer Park,Newport Centre,NJ0247,Jersey City,NJ,Washington Blvd. & 6th St.,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1987,1152599,151,"Simon Property Group, Inc.",38.48932020899754
Deer Park,The Shops at Lackawanna,NJ9340,Jersey City,NJ,Grove St. & 16th St.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2010,200000,9,NA,38.6931830789494
Deer Park,The Plaza at Harmon Meadow,NJ9193,Secaucus,NJ,Rte. 3 & New Jersey Turnpike,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,1982,217613,36,The Carlton Group,38.71528578148431
Deer Park,Mill Creek at Harmon Meadow,NJ0109,Secaucus,NJ,Harmon Meadow Blvd.& Plaza Dr.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2005,700000,35,"Hartz Mountain Industries, Inc.",38.85084956346766
Deer Park,Mall at Mill Creek,NJ0450,Secaucus,NJ,Rt. 3 & New Jersey Tpke.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Enclosed,2009,314563,6,NA,39.102794690035864
Deer Park,The Shops at Riverside,NJ0220,Hackensack,NJ,Rt. 4 West & Hackensack Ave. North,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,1977,771000,88,"Simon Property Group, Inc.",39.202943996907315
Deer Park,American Dream Meadowlands,NJ0038,E. Rutherford,NJ,"NJ Turnpike (I-95), Rte. 120 & Rte. 3","new york-northern new jersey-long island, ny-nj-pa",Entertainment Center,Enclosed,2019,3000000,450,Triple Five Corp.,40.043957238096205
Deer Park,Teterboro Landing,NJ9289,Teterboro,NJ,"Rte. 46, Rte 17 & Industrial Ave.","new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2015,580000,10,Catellus-A Prologis Company,40.255284686247954
Deer Park,Paramus Place,NJ0029,Paramus,NJ,Rt. 4 & Spring Valley Road,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1963,261300,10,c/o Levin Management,40.7248532664441
Deer Park,The Outlets At Bergen Town Center,NJ0360,Paramus,NJ,Rt. 4 East & Forest Ave.,"new york-northern new jersey-long island, ny-nj-pa",Value-Retail Center,Enclosed,1957,1400000,90,Urban Edge Properties,40.746558981215564
Deer Park,Palisades Center,NY0055,West Nyack,NY,NYS Thruway Exit 12 @ NY 303 & 59,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1998,2217322,255,The Pyramid Companies,41.032845559357824
Deer Park,Empire Outlets New York City,NY1562,Staten Island,NY,Richmond Terrace & Bank Street,"new york-northern new jersey-long island, ny-nj-pa",Value-Retail Center,Open,2018,350000,125,BFC Partners,41.18912607039798
Deer Park,Hudson Commons,NJ8934,Jersey City,NJ,Rte. 440 & Communipaw Ave.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1965,236024,7,Urban Edge Properties,41.33015176801724
Deer Park,Saddle River Crossing,NJ9257,Lodi,NJ,Main St. & Route 46,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2009,230000,22,The Goldstein Group,41.54805652060727
Deer Park,Paramus Towne Square,NJ9123,Paramus,NJ,Rte 17 N & Rte 4,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1998,218000,9,Gabrellian Associates,41.67863912760136
Deer Park,Westfield Garden State Plaza,NJ0400,Paramus,NJ,Rts. 4 & 17,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1957,2182901,326,Westfield LLC,41.683529862535366
Deer Park,Paramus-IKEA Shopping Center,NJ8932,Paramus,NJ,Route 4 West & Route 17 North,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1967,719226,4,Vornado Realty Trust,41.68626364796112
Deer Park,Paramus Park,NJ0420,Paramus,NJ,Rt. 17 & Garden State Pkwy.,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,1974,764996,104,GGP,42.104271693188295
Deer Park,Bayonne Crossing,NJ0126,Bayonne,NJ,"NJ Rte. 440, E. 22nd St. & New Hook Access Rd.","new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2008,360045,27,Kite Realty Group,42.5986521247711
Deer Park,The Fashion Center,NJ0380,Paramus,NJ,Rte. 17 & Ridgewood Ave.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1967,476170,12,Willner Realty & Development Co.,42.691855569124705
Deer Park,Botany Plaza,NJ9267,Clifton,NJ,NEC of Ackerman & Randolph Aves.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1997,200000,13,Nassimi Realty Corp.,43.434583748104735
Deer Park,Danbury Fair,CT0035,Danbury,CT,I-84 at Exit 3 and Route 7,"bridgeport-stamford-norwalk, ct",Super-Regional Center,Enclosed,1986,1292176,200,Macerich,43.477403472417706
Deer Park,The Shops at Nanuet,NY0860,Nanuet,NY,Middletown Rd. & Rte. 59,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Open,1969,879741,60,"Simon Property Group, Inc.",43.61944536421189
Deer Park,Clifton Commons,NJ0051,Clifton,NJ,Rte. 3 E & Main Ave.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1999,335000,13,Related Management Corp.,43.90025430348554
Deer Park,Home Depot Shopping Center,NY0104,Nanuet,NY,Rte. 59 & Hutton Avenue,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2000,311292,16,"RD Management, LLC",44.048439642190175
Deer Park,The Shoppes at DePiero Farm,NJ9331,Montvale,NJ,Grand Avenue West (CR 2) & Mercedes Dr.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2017,235000,30,"The S. Hekemian Group, LLC",44.17110402705797
Deer Park,Tice's Corner Marketplace,NJ0111,Woodcliff Lake,NJ,Chestnut Ridge Road Btwn Tice Blvd & County Rd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2001,119161,26,"c/o David Adam Realty,Inc",44.5452864307923
Deer Park,The Promenade Shops at Clifton,NJ9251,Clifton,NJ,Rte. 3 & Allwood Rd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2008,116000,28,The Briad Group,44.83298767200285
Deer Park,Fair Lawn Promenade,NJ9330,Fair Lawn,NJ,Route 208 & Promenade Blvd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2013,100000,20,Garden Commercial Properties,44.84945814937646
Deer Park,Staples Plaza,NY9362,Yorktown Heights,NY,Crompond Rd. (Rte. 202) & Pine Grove Court,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1975,217557,13,Urstadt Biddle Properties Inc.,45.43989981148846
Deer Park,Elizabeth Center,NJ0093,Elizabeth,NJ,Off exit 13A of the NJ Turnpike & IKEA Dr.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1990,600000,15,NA,45.74632109094689
Deer Park,Kohl's at Staten Island,NY0117,Staten Island,NY,Forest Ave & Grandview Ave.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2003,246863,2,Heidenberg Properties,45.986091313196155
Deer Park,The Mills at Jersey Gardens,NJ0014,Elizabeth,NJ,"Exit 13 A,New Jersey Turnpike","new york-northern new jersey-long island, ny-nj-pa",Value-Retail Center,Enclosed,1999,1300000,217,"Simon Property Group, Inc.",45.98774913853296
Deer Park,Springfield Avenue Marketplace,NJ9308,Newark,NJ,NEC Springfield Ave. & Jones St.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2013,120000,15,Tucker Development Corp.,46.22089630320878
Deer Park,North Haven Pavilion,CT0024,North Haven,CT,NA,"new haven-milford, ct",Power Center,Open,2004,273452,20,National Realty & Development Corp.,46.48171727875097
Deer Park,Staten Island Mall,NY1280,Staten Island,NY,Richmond & Platinum Aves.,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1973,1508909,205,GGP,46.841537209820565
Deer Park,Jefferson Valley Mall,NY1520,Yorktown Heights,NY,US 6 & Lee Blvd. @ Taconic State Pkwy.,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,1983,545060,99,Washington Prime Group,46.9363793389515
Deer Park,Cortlandt Town Center,NY0840,Mohegan Lake,NY,Route 6 & E. Main St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1997,788379,53,c/o Katz & Associates,47.81866798400861
Deer Park,Boulder Run Shopping Center,NJ8973,Wyckoff,NJ,Franklin & Godwin Aves.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,1965,175622,29,"Hekemian & Co., Inc.",48.23131452366174
Deer Park,The Highlands Center,NY9513,Brewster,NY,Independent Way & I-84,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2002,377000,20,"Highlands Center, LLC",48.316111937435785
Deer Park,Crossroads Town Center,NJ0101,Mahwah,NJ,Rte. 287N & Rte. 17,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Open,2019,600000,NA,Garden Commercial Properties,49.614967077484486
Deer Park,The Grove At Shrewsbury,NJ9191,Shrewsbury,NJ,NJ Rte. 35 (Broad St.),"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,1989,192000,46,Federal Realty Investment Trust,49.64556385826634
Deer Park,Willowbrook Plaza,NJ0036,Wayne,NJ,Willowbrook Blvd. & I-23,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1992,349360,9,Kimco Realty Corporation,50.3215378387339
Deer Park,Aviation Plaza,NJ0052,Linden,NJ,Routes 1 & 9 & South Stiles St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2002,644565,34,"Milbrook Properties, Ltd.",50.386057074248974
Deer Park,Wayne Towne Center,NJ0560,Wayne,NJ,Rtes. 23 & 46,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,1974,544206,17,Vornado Realty Trust,50.411828609272256
Deer Park,Holmdel Commons,NJ0064,Holmdel,NJ,Rte. 35 & Laurel Ave.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2002,234557,24,Kimco Realty Corporation,50.41557752901327
Deer Park,Willowbrook Mall,NJ0580,Wayne,NJ,"I-80, US-46, NJ-23","new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1969,1518006,170,GGP,50.69072962947824
Deer Park,Bricktown Centre at Charleston,NY0149,Staten Island,NY,Richmond Pkwy. & West Shore Expwy.(Rte. 440),"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2006,400000,10,Blumenfeld Development Group,51.090921518139325
